観測所番号,都道府県,地点,国際地点番号,現在時刻(年),現在時刻(月),現在時刻(日),現在時刻(時),現在時刻(分),現在値(mm),現在値の品質情報,今日の最大値(mm),今日の最大値の品質情報,今日の最大値起時（時）(まで),今日の最大値起時（分）(まで),今日の最大値起時(まで)の品質情報,極値更新,10年未満での極値更新,昨日までの観測史上1位の値(mm),昨日までの観測史上1位の値の品質情報,昨日までの観測史上1位の値の年,昨日までの観測史上1位の値の月,昨日までの観測史上1位の値の日,昨日までの8月の1位の値(mm),昨日までの8月の1位の値の品質情報,昨日までの8月の1位の値の年,昨日までの8月の1位の値の月,昨日までの8月の1位の値の日,統計開始年
67326,広島県,府中（フチュウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,59.0,8,2020,07,29,57,8,2000,08,17,1976
67351,広島県,佐伯湯来（サエキユキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,58,8,2006,09,16,55.0,8,2009,08,10,2006
67371,広島県,志和（シワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,55.5,8,2014,08,06,55.5,8,2014,08,06,1977
67376,広島県,東広島（ヒガシヒロシマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,73,8,2006,08,11,73,8,2006,08,11,1976
67386,広島県,本郷（ホンゴウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,56.5,8,2018,07,06,55.0,8,2008,08,29,2003
67401,広島県,福山（フクヤマ）,47767,2020,08,28,23,30,0.0,8,0.0,5,,,,,,93.0,8,2008,08,29,93.0,8,2008,08,29,1942
67421,広島県,廿日市津田（ハツカイチツタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,87,8,1987,09,11,53,8,1992,08,08,1978
67437,広島県,広島（ヒロシマ）,47765,2020,08,28,23,30,0.0,8,0.0,5,,,,,,79.2,8,1926,09,11,73.0,8,1905,08,07,1888
67461,広島県,竹原（タケハラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,56.5,8,2017,07,26,54,8,1990,08,17,1976
67471,広島県,生口島（イクチジマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,48,8,2007,07,03,40.0,8,2011,08,23,1976
67496,広島県,大竹（オオタケ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,68.0,8,2014,08,06,68.0,8,2014,08,06,1976
67511,広島県,呉（クレ）,47766,2020,08,28,23,30,0.0,8,0.0,5,,,,,,74.7,8,1967,07,09,52.0,8,2002,08,11,1920
67566,広島県,倉橋（クラハシ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,62.0,8,2018,09,07,46.0,8,2013,08,25,1976
67576,広島県,呉市蒲刈（クレシカマガリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,59.5,8,2013,08,25,59.5,8,2013,08,25,2009
68022,島根県,西郷（サイゴウ）,47740,2020,08,28,23,30,0.0,8,0.0,5,,,,,,93.0,8,1988,09,27,72.0,8,2007,08,31,1939
68046,島根県,西郷岬（サイゴウミサキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,63.0,8,2020,08,07,63.0,8,2020,08,07,2003
68056,島根県,海士（アマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,59,8,1988,07,14,52,8,2007,08,31,1978
68091,島根県,鹿島（カシマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,102,8,1989,10,02,54.0,8,2018,08,31,1976
68121,島根県,斐川（ヒカワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,67,8,2005,07,02,61,8,2005,08,06,1976
68132,島根県,松江（マツエ）,47741,2020,08,28,23,30,0.0,8,0.0,5,,,,,,77.9,8,1944,08,25,77.9,8,1944,08,25,1940
68156,島根県,出雲（イズモ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,67.5,8,2010,08,12,67.5,8,2010,08,12,1978
68166,島根県,大東（ダイトウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64,8,1990,09,01,57,8,2006,08,21,1976
68181,島根県,伯太（ハクタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,100.5,8,2013,07,15,57.5,8,2014,08,07,1976
68206,島根県,佐田（サダ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,74.0,8,2012,07,06,52,8,1977,08,08,1976
68246,島根県,大田（オオダ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,77,8,2005,07,02,57,8,1977,08,08,1976
68261,島根県,掛合（カケヤ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,65.5,8,2012,07,06,50,8,1981,08,04,1976
68276,島根県,横田（ヨコタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,92,8,1976,07,29,63,8,2005,08,15,1976
68286,島根県,福光（フクミツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,67,8,2007,08,29,67,8,2007,08,29,1978
68306,島根県,赤名（アカナ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,62.5,8,2013,08,01,62.5,8,2013,08,01,1978
68346,島根県,桜江（サクラエ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,92.5,8,2013,08,24,92.5,8,2013,08,24,1976
68351,島根県,川本（カワモト）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,59.0,8,2016,07,11,52.0,8,2018,08,31,1976
68376,島根県,浜田（ハマダ）,47755,2020,08,28,23,30,0.0,8,0.0,5,,,,,,91.0,8,1983,07,23,85.2,8,1959,08,22,1912
68401,島根県,瑞穂（ミズホ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,62,8,2006,07,08,52.0,8,2013,08,24,1976
68421,島根県,三隅（ミスミ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,100,8,1988,07,20,67,8,1995,08,31,1976
68431,島根県,弥栄（ヤサカ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,83,8,1995,08,31,83,8,1995,08,31,1978
68436,島根県,波佐（ハザ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,82.0,8,2017,07,05,77,8,1998,08,09,1977
68456,島根県,高津（タカツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,87.0,8,2013,08,25,87.0,8,2013,08,25,2003
68462,島根県,益田（マスダ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,90,4,1983,07,23,77.0,8,2013,08,25,1978
68501,島根県,匹見（ヒキミ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,63.5,8,2010,07,12,61.0,8,2013,08,25,1977
68516,島根県,津和野（ツワノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,91.5,8,2013,07,28,57,8,1980,08,26,1976
68541,島根県,吉賀（ヨシカ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,83.5,8,2010,07,07,52,8,2007,08,19,2006
69006,鳥取県,境（サカイ）,47742,2020,08,28,23,30,0.0,8,0.0,5,,,,,,71.3,8,1953,08,25,71.3,8,1953,08,25,1931
69021,鳥取県,塩津（シオツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,74,8,1991,07,31,53,8,2007,08,28,1977
69041,鳥取県,青谷（アオヤ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,60,8,1987,10,17,59.5,8,2013,08,01,1976
69052,鳥取県,湖山（コヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,67.0,8,2013,08,01,67.0,8,2013,08,01,2003
69061,鳥取県,岩井（イワイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,68.0,8,2017,09,17,61.5,8,2014,08,16,1976
69076,鳥取県,米子（ヨナゴ）,47744,2020,08,28,23,30,0.0,8,0.0,5,,,,,,66.5,8,2013,07,15,54.5,8,1975,08,07,1939
69101,鳥取県,倉吉（クラヨシ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,78,8,1987,10,17,37.0,8,2013,08,31,1976
69111,鳥取県,鹿野（シカノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,70,8,1997,09,23,51.5,8,2017,08,07,1982
69122,鳥取県,鳥取（トットリ）,47746,2020,08,28,23,30,0.0,8,0.0,5,,,,,,68.0,8,1981,07,03,53.5,8,1968,08,10,1943
69152,鳥取県,大山（ダイセン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,90,8,2005,08,15,90,8,2005,08,15,1982
69161,鳥取県,関金（セキガネ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,56.5,8,2019,09,10,45,8,1991,08,06,1977
69181,鳥取県,佐治（サジ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,67.0,8,2008,07,13,51,8,1997,08,05,1982
69196,鳥取県,若桜（ワカサ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,69,8,1991,07,31,64,8,2007,08,22,1977
69222,鳥取県,江尾（エビ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,87.0,8,2013,07,15,39.5,8,2012,08,12,1982
69246,鳥取県,智頭（チズ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,48.0,8,2017,07,04,44.0,8,2009,08,10,1976
69271,鳥取県,茶屋（チャヤ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,54,8,2005,07,01,50,8,2000,08,08,1978
71066,徳島県,池田（イケダ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64,8,1983,09,28,51,8,1987,08,31,1976
71087,徳島県,穴吹（アナブキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,70.0,8,2013,08,02,70.0,8,2013,08,02,2001
71106,徳島県,徳島（トクシマ）,47895,2020,08,28,23,30,0.0,8,0.0,5,,,,,,90.5,8,2009,08,10,90.5,8,2009,08,10,1901
71136,徳島県,半田（ハンダ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,63.5,8,2010,07,19,58.0,8,2012,08,12,1978
71191,徳島県,京上（キョウジョウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,92,8,1983,09,06,71,8,2004,08,30,1978
71211,徳島県,福原旭（フクハラアサヒ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,97,8,1979,09,30,96,8,1988,08,13,1976
71231,徳島県,蒲生田（カモダ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,93.5,8,2010,09,27,86.0,8,2014,08,02,1978
71251,徳島県,木頭（キトウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,100.5,8,2009,08,10,100.5,8,2009,08,10,1979
71266,徳島県,日和佐（ヒワサ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,108.5,8,2010,07,13,80,8,2004,08,02,1976
71291,徳島県,海陽（カイヨウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,87.0,8,2014,08,02,87.0,8,2014,08,02,2009
72061,香川県,内海（ウチノミ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,95,8,1976,09,11,81,8,2004,08,05,1976
72086,香川県,高松（タカマツ）,47891,2020,08,28,23,30,0.0,8,0.0,5,,,,,,68.5,8,1998,09,22,66.5,8,1950,08,06,1941
72111,香川県,多度津（タドツ）,47890,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64.5,8,1978,09,05,53.0,8,2004,08,18,1893
72121,香川県,滝宮（タキノミヤ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,45,8,1988,07,13,40,8,1988,08,24,1976
72126,香川県,香南（コウナン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,72,8,2004,10,20,47.0,8,2013,08,05,2003
72146,香川県,引田（ヒケタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,94,8,1979,09,30,61,8,2004,08,04,1976
72161,香川県,財田（サイタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,65.5,8,2016,08,25,65.5,8,2016,08,25,1978
72176,徳島県,竜王山（リュウオウザン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,89,8,2004,07,09,71.5,8,2013,08,16,1976
73001,愛媛県,大三島（オオミシマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,59.0,8,2014,08,22,59.0,8,2014,08,22,1976
73071,愛媛県,玉川（タマガワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,66,8,1999,09,15,61,8,1995,08,31,1976
73076,愛媛県,今治（イマバリ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,49.5,8,2009,08,01,49.5,8,2009,08,01,1976
73126,愛媛県,西条（サイジョウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,69.0,8,2008,08,29,69.0,8,2008,08,29,1976
73141,愛媛県,新居浜（ニイハマ）,,2020,08,28,23,30,0.0,8,1.0,5,18,52,5,,,86.5,8,2017,09,17,30.5,8,2018,08,16,2016
73151,愛媛県,四国中央（シコクチュウオウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,61.0,8,2013,09,04,60,8,1989,08,27,1978
73152,愛媛県,富郷（トミサト）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,95.0,8,2013,09,04,70,8,2004,08,17,1978
73166,愛媛県,松山（マツヤマ）,47887,2020,08,28,23,30,0.0,8,0.0,5,,,,,,60.5,8,1992,08,02,60.5,8,1992,08,02,1890
73168,愛媛県,松山南吉田（マツヤマミナミヨシダ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,66.0,8,2015,07,09,38.5,8,2009,08,01,2003
73231,愛媛県,上林（カミハヤシ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,77,8,2007,08,06,77,8,2007,08,06,1976
73247,愛媛県,成就社（ジョウジュシャ）,,2020,08,28,23,30,0.0,8,0.5,5,07,27,5,,,127,8,1999,09,15,60,8,2004,08,30,1980
73256,愛媛県,長浜（ナガハマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,67,8,2004,08,23,67,8,2004,08,23,1976
73271,愛媛県,中山（ナカヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,67,8,2005,07,03,58,8,1978,08,06,1976
73276,愛媛県,久万（クマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,53.5,8,2017,09,17,45.0,8,2019,08,15,1976
73306,愛媛県,大洲（オオズ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,76,8,2004,08,01,76,8,2004,08,01,1976
73321,愛媛県,獅子越峠（シシゴエトウゲ）,,2020,08,28,23,30,0.0,8,0.5,5,16,34,5,,,101.0,8,2017,07,31,60.5,8,2016,08,04,1976
73341,愛媛県,瀬戸（セト）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,52.5,8,2012,08,11,52.5,8,2012,08,11,1997
73351,愛媛県,八幡浜（ヤワタハマ）,,2020,08,28,23,30,0.0,8,0.5,5,09,02,5,,,57.5,8,2013,09,04,56,8,2006,08,30,1976
73406,愛媛県,宇和（ウワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,68,8,1987,07,18,63,8,1990,08,22,1976
73442,愛媛県,宇和島（ウワジマ）,47892,2020,08,28,23,30,0.0,8,0.5,5,08,08,5,,,76.5,8,2011,06,20,67.5,8,1948,08,26,1937
73446,愛媛県,近永（チカナガ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,104,8,2004,08,02,104,8,2004,08,02,1979
73516,愛媛県,御荘（ミショウ）,,2020,08,28,23,30,0.0,8,7.5,5,06,58,5,,,74,8,1977,07,10,57.0,8,2015,08,31,1976
74056,高知県,本川（ホンガワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,85.5,8,2013,09,04,68,8,2004,08,01,1979
74071,高知県,本山（モトヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,102,8,1983,09,28,92,8,2004,08,01,1976
74101,高知県,池川（イケガワ）,,2020,08,28,23,30,0.0,8,3.5,5,17,41,5,,,96.0,8,2013,09,04,79,8,2006,08,19,1977
74126,高知県,繁藤（シゲトウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,110,8,2004,08,01,110,8,2004,08,01,1976
74136,高知県,大栃（オオドチ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,87.5,8,2017,07,01,68,8,1992,08,06,1977
74151,高知県,魚梁瀬（ヤナセ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,114,8,1995,07,21,85.5,8,2016,08,29,1978
74166,高知県,佐川（サカワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,86,8,1976,09,08,81,8,2004,08,01,1976
74181,高知県,高知（コウチ）,47893,2020,08,28,23,30,0.0,8,0.0,5,,,,,,129.5,8,1998,09,24,102.2,8,1948,08,26,1937
74187,高知県,後免（ゴメン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,119,8,1998,09,24,69,8,2004,08,01,1978
74188,高知県,南国日章（ナンコクニッショウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,102,8,2006,09,06,53.5,8,2014,08,03,2003
74237,高知県,船戸（フナト）,,2020,08,28,23,30,0.0,8,3.5,5,17,43,5,,,95.0,8,2009,08,10,95.0,8,2009,08,10,1976
74238,高知県,鳥形山（トリガタヤマ）,,2020,08,28,23,30,0.0,8,2.5,5,18,49,5,,,80.5,8,2017,09,17,62.0,8,2014,08,02,2010
74271,高知県,安芸（アキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,83.0,8,2008,06,29,71,8,1989,08,14,1976
74276,高知県,田野（タノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,92.0,8,2018,09,04,82.5,8,2016,08,29,1976
74296,高知県,梼原（ユスハラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,83,8,1989,09,19,78,8,2006,08,22,1976
74311,高知県,須崎（スサキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,126,8,1998,09,24,88.5,8,2014,08,14,1976
74336,高知県,佐喜浜（サキハマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,133,8,2005,10,07,79,8,1999,08,10,1976
74361,高知県,窪川（クボカワ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,91,8,2004,08,01,91,8,2004,08,01,1976
74372,高知県,室戸岬（ムロトミサキ）,47899,2020,08,28,23,30,0.0,8,0.0,5,,,,,,149.0,8,2006,11,26,84.0,8,2016,08,16,1925
74381,高知県,江川崎（エカワサキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,80,8,2004,08,01,80,8,2004,08,01,1977
74391,高知県,大正（タイショウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,88,8,2004,09,16,66,8,1988,08,12,1976
74436,高知県,佐賀（サガ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,89.5,8,2019,07,18,65,8,2004,08,01,1977
74447,高知県,宿毛（スクモ）,47897,2020,08,28,23,30,0.0,8,0.0,5,,,,,,108.0,8,2018,07,08,76.5,8,1991,08,28,1943
74456,高知県,中村（ナカムラ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,117,8,2004,08,02,117,8,2004,08,02,1976
74506,高知県,三崎（ミサキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,103.0,8,2015,08,29,103.0,8,2015,08,29,2005
74516,高知県,清水（シミズ）,47898,2020,08,28,23,30,0.0,8,0.0,5,,,,,,150.0,8,1944,10,17,81.0,8,1982,08,02,1940
81011,山口県,須佐（スサ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,138.5,8,2013,07,28,76.5,8,2013,08,25,1976
81071,山口県,萩（ハギ）,47754,2020,08,28,23,30,0.0,8,0.0,5,,,,,,109.0,8,1971,08,23,109.0,8,1971,08,23,1949
81116,山口県,油谷（ユヤ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,78.0,8,2015,08,25,78.0,8,2015,08,25,1976
81141,山口県,篠生（シノブ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,93,8,1995,07,22,59.0,8,2015,08,25,1980
81151,山口県,徳佐（トクサ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,74,8,2005,08,08,74,8,2005,08,08,1976
81167,山口県,羅漢山（ラカンザン）,,2020,08,28,23,30,0.0,8,2.0,5,16,00,5,,,100,8,1977,09,03,61,8,2007,08,06,1976
81196,山口県,秋吉台（アキヨシダイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,71,8,1977,09,03,57,8,1993,08,02,1976
81228,山口県,鹿野（カノ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,73.0,8,2012,07,06,40.5,8,2011,08,21,2010
81231,山口県,広瀬（ヒロセ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,67,8,1999,09,24,66,8,1992,08,08,1976
81266,山口県,豊田（トヨタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,74.0,8,2011,08,21,74.0,8,2011,08,21,1976
81271,山口県,東厚保（ヒガシアツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,77.5,8,2015,08,25,77.5,8,2015,08,25,2010
81286,山口県,山口（ヤマグチ）,47784,2020,08,28,23,30,0.0,8,0.0,5,,,,,,143.0,8,2013,07,28,81.5,8,1989,08,24,1966
81301,山口県,和田（ワダ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,91.5,8,2012,08,11,91.5,8,2012,08,11,1978
81321,山口県,岩国（イワクニ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,71.0,8,2014,08,06,71.0,8,2014,08,06,1976
81371,山口県,防府（ホウフ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,72.5,8,2009,07,21,68,8,1989,08,13,1976
81386,山口県,下松（クダマツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,86.0,8,2018,07,05,62,8,1993,08,02,1976
81397,山口県,玖珂（クガ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,76.0,8,2018,07,07,60.0,8,2014,08,06,1977
81428,山口県,下関（シモノセキ）,47762,2020,08,28,23,30,0.0,8,0.0,5,,,,,,77.4,8,1953,06,28,66.2,8,1909,08,27,1908
81436,山口県,宇部（ウベ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,62,8,1995,09,24,50.5,8,2015,08,31,1976
81481,山口県,柳井（ヤナイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,69,8,2005,07,03,50,8,2004,08,30,1976
81486,山口県,安下庄（アゲノショウ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,72.0,8,2020,07,08,49.5,8,2011,08,23,1976
82036,福岡県,小呂島（オロノシマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,85.5,8,2017,08,16,85.5,8,2017,08,16,2014
82046,福岡県,宗像（ムナカタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,68,8,1991,09,14,58.0,8,2012,08,14,1976
82056,福岡県,八幡（ヤハタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,73.0,8,2013,07,03,57,8,2003,08,07,1976
82068,福岡県,空港北町（クウコウキタマチ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,64.0,8,2018,07,06,60.5,8,2017,08,14,2006
82097,福岡県,東谷（ヒガシタニ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,65.5,8,2015,08,25,65.5,8,2015,08,25,2012
82101,福岡県,行橋（ユクハシ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,65.0,8,2009,07,24,47.5,8,2008,08,27,1976
82136,福岡県,飯塚（イイヅカ）,47809,2020,08,28,23,30,0.0,8,0.0,5,,,,,,101.0,8,2009,07,24,79.0,8,2006,08,26,1935
82171,福岡県,前原（マエバル）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,147,8,1991,09,14,63,8,1980,08,29,1976
82182,福岡県,福岡（フクオカ）,47807,2020,08,28,23,30,0.0,8,0.0,5,,,,,,96.5,8,1997,07,28,73.2,8,1957,08,03,1896
82186,福岡県,博多（ハカタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,116.0,8,2009,07,24,64,8,2006,08,30,2003
82191,福岡県,太宰府（ダザイフ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,104,8,2003,07,19,98.5,8,2014,08,22,1977
82206,福岡県,添田（ソエダ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,98,8,1983,07,05,68.0,8,2015,08,25,1976
82241,福岡県,早良脇山（サワラワキヤマ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,71.0,8,2010,07,14,65.0,8,2010,08,06,2010
82261,福岡県,朝倉（アサクラ）,,2020,08,28,23,30,0.0,8,1.5,5,23,17,5,,,129.5,8,2017,07,05,74.5,8,2009,08,15,1976
82272,福岡県,英彦山（ヒコサン）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,86.5,8,2012,07,03,60.5,8,2008,08,16,1988
82306,福岡県,久留米（クルメ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,92.5,8,2020,06,27,69.5,8,2015,08,25,1977
82316,福岡県,耳納山（ミノウサン）,,2020,08,28,23,30,0.0,8,2.0,5,22,58,5,,,80.0,8,2012,07,14,72.0,8,2019,08,28,1976
82317,福岡県,黒木（クロギ）,,2020,08,28,23,30,0.0,8,9.0,5,22,32,5,,,91.5,8,2012,07,14,83,8,1998,08,17,1976
82331,福岡県,柳川（ヤナガワ）,,2020,08,28,23,30,0.0,8,1.0,5,08,48,5,,,91,8,1999,06,29,62,8,1993,08,19,1976
82361,福岡県,大牟田（オオムタ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,99,8,1981,06,30,75.5,8,2013,08,04,1976
83021,大分県,国見（クニミ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,104,8,2004,09,29,81,8,2004,08,23,1977
83051,大分県,中津（ナカツ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,57.0,8,2012,07,03,49.5,8,2014,08,06,2011
83061,大分県,豊後高田（ブンゴタカダ）,,2020,08,28,23,30,0.0,8,0.5,5,08,34,5,,,58,8,2006,07,04,57,8,2004,08,23,1976
83096,大分県,耶馬渓（ヤバケイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,91.0,8,2012,07,03,44,8,2003,08,04,1976
83106,大分県,院内（インナイ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,60,8,2003,09,09,53,8,2005,08,19,1976
83121,大分県,杵築（キツキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,70.0,8,2008,09,26,70,8,1999,08,02,1978
83126,大分県,武蔵（ムサシ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,70.0,8,2013,07,26,49,8,2006,08,27,1976
83137,大分県,日田（ヒタ）,47814,2020,08,28,23,30,0.0,8,0.0,5,,,,,,97.6,8,1948,07,05,87.5,8,2012,08,08,1942
83191,大分県,玖珠（クス）,,2020,08,28,23,30,0.0,8,1.5,5,21,02,5,,,80,8,1982,08,09,80,8,1982,08,09,1976
83201,大分県,湯布院（ユフイン）,,2020,08,28,23,30,0.0,8,5.0,5,14,31,5,,,67.0,8,2013,07,03,62,8,2007,08,02,1976
83216,大分県,大分（オオイタ）,47815,2020,08,28,23,30,0.0,8,1.0,5,16,22,5,,,81.5,8,1993,09,03,71.0,8,2001,08,10,1937
83226,大分県,佐賀関（サガノセキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,84,8,1998,10,17,70,8,2004,08,02,1976
83242,大分県,椿ヶ鼻（ツバキガハナ）,,2020,08,28,23,30,0.0,8,0.5,5,23,08,5,,,85.0,8,2012,07,14,74.0,8,2015,08,25,2004
83286,大分県,臼杵（ウスキ）,,2020,08,28,23,30,0.0,8,0.0,5,,,,,,83,8,2003,09,11,71,8,2007,08,02,1976
83341,大分県,犬飼（イヌカイ）,,2020,08,28,23,30,0.0,8,0.5,5,05,30,5,,,69.0,8,2014,08,02,69.0,8,2014,08,02,1976
